Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
small GTPase mediated signal transduction (GO:0007264)	3/106	0.8870691040086234	0.9999946032599348	0	0	0.5795259851513421	0.06944598511024772	CCNA2;IGF1;RASGRP3
cholesterol metabolic process (GO:0008203)	2/77	0.8881195865126468	0.9999946032599348	0	0	0.5308149702693249	0.06298059935332977	APOB;MT3
positive regulation of protein modification by small protein conjugation or removal (GO:1903322)	2/77	0.8881195865126468	0.9999946032599348	0	0	0.5308149702693249	0.06298059935332977	FANCI;BRCA1
action potential (GO:0001508)	1/45	0.8896633228759688	0.9999946032599348	0	0	0.4526634267200305	0.0529218665432905	CACNA1I
regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893)	1/45	0.8896633228759688	0.9999946032599348	0	0	0.4526634267200305	0.0529218665432905	APLN
regulation of receptor signaling pathway via JAK-STAT (GO:0046425)	1/45	0.8896633228759688	0.9999946032599348	0	0	0.4526634267200305	0.0529218665432905	IL6
positive regulation of response to biotic stimulus (GO:0002833)	1/45	0.8896633228759688	0.9999946032599348	0	0	0.4526634267200305	0.0529218665432905	CYBA
positive regulation of RNA metabolic process (GO:0051254)	1/45	0.8896633228759688	0.9999946032599348	0	0	0.4526634267200305	0.0529218665432905	IL6
negative regulation of multicellular organismal process (GO:0051241)	7/214	0.8902048594365521	0.9999946032599348	0	0	0.6719765996045578	0.0781533403880935	MYOCD;ACTN3;NPR3;TACSTD2;IL18R1;SLC6A4;LOXL2
negative regulation of apoptotic signaling pathway (GO:2001234)	2/78	0.8923782424685515	0.9999946032599348	0	0	0.5238029491356934	0.059642926327348064	RTKN2;IGF1
negative regulation of protein serine/threonine kinase activity (GO:0071901)	2/78	0.8923782424685515	0.9999946032599348	0	0	0.5238029491356934	0.059642926327348064	MYOCD;PLK1
cellular calcium ion homeostasis (GO:0006874)	4/136	0.8943549338713063	0.9999946032599348	0	0	0.6026511168467005	0.06728754290334815	RYR2;SLC35G1;ATP1B1;HCRTR1
negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	4/136	0.8943549338713063	0.9999946032599348	0	0	0.6026511168467005	0.06728754290334815	GPR39;IL6;RAMP3;DPEP1
establishment of protein localization to extracellular region (GO:0035592)	1/46	0.8949436928003051	0.9999946032599348	0	0	0.4425809457255998	0.04912404005159238	RAB3C
positive regulation of response to stimulus (GO:0048584)	1/46	0.8949436928003051	0.9999946032599348	0	0	0.4425809457255998	0.04912404005159238	ANKLE1
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	2/79	0.8964858398953478	0.9999946032599348	0	0	0.5169730584211172	0.056491083762568436	CDC20;PLK1
regulation of inflammatory response to antigenic stimulus (GO:0002861)	4/137	0.8975317097243122	0.9999946032599348	0	0	0.5980882806385048	0.06465742692847026	GPR39;IL6;RAMP3;DPEP1
regulation of cellular metabolic process (GO:0031323)	1/47	0.8999716074443643	0.9999946032599348	0	0	0.4329368334700574	0.04562810621836906	FOXM1
determination of heart left/right asymmetry (GO:0061371)	1/47	0.8999716074443643	0.9999946032599348	0	0	0.4329368334700574	0.04562810621836906	STIL
epidermal growth factor receptor signaling pathway (GO:0007173)	1/47	0.8999716074443643	0.9999946032599348	0	0	0.4329368334700574	0.04562810621836906	FAM83B
epithelial to mesenchymal transition (GO:0001837)	1/47	0.8999716074443643	0.9999946032599348	0	0	0.4329368334700574	0.04562810621836906	LOXL2
positive regulation of cell-cell adhesion (GO:0022409)	1/47	0.8999716074443643	0.9999946032599348	0	0	0.4329368334700574	0.04562810621836906	THY1
positive regulation of cell migration (GO:0030335)	9/269	0.9001525591965421	0.9999946032599348	0	0	0.6873678646934461	0.07230492666806881	WNT5B;PDGFD;ARHGEF39;NTRK3;F2RL1;LAMC2;FBXO5;IGF1;KIF20B
negative regulation of cellular response to growth factor stimulus (GO:0090288)	2/80	0.9004470757086853	0.9999946032599348	0	0	0.5103182931094788	0.053513960440265816	MMRN2;APLN
regulation of protein kinase activity (GO:0045859)	3/110	0.9013482927673667	0.9999946032599348	0	0	0.557743658210948	0.05792922719588229	CENPE;THY1;ECT2
post-translational protein modification (GO:0043687)	12/345	0.9024149049881747	0.9999946032599348	0	0	0.7150650119897204	0.0734235056338091	IL6;ITIH2;LRR1;UBD;ASB4;ESCO2;SKP2;APOB;CHRDL1;DTL;MATN3;SPSB4
regulation of cellular component organization (GO:0051128)	4/139	0.9036338631177744	0.9999946032599348	0	0	0.5891654009424777	0.059700730618039745	TFRC;KIF14;MKI67;AURKA
positive regulation of response to external stimulus (GO:0032103)	4/139	0.9036338631177744	0.9999946032599348	0	0	0.5891654009424777	0.059700730618039745	P2RY12;SERPINE1;F2RL1;CYBA
cellular divalent inorganic cation homeostasis (GO:0072503)	3/111	0.9046539138095683	0.9999946032599348	0	0	0.5525501867413632	0.05536708916944455	RYR2;ATP1B1;MT3
cognition (GO:0050890)	1/48	0.9047591247683694	0.9999946032599348	0	0	0.42370310897007	0.04240697442959607	MFSD2A
regulation of mitochondrion organization (GO:0010821)	1/48	0.9047591247683694	0.9999946032599348	0	0	0.42370310897007	0.04240697442959607	MGARP
regulation of protein metabolic process (GO:0051246)	1/48	0.9047591247683694	0.9999946032599348	0	0	0.42370310897007	0.04240697442959607	KLF2
myelination (GO:0042552)	1/48	0.9047591247683694	0.9999946032599348	0	0	0.42370310897007	0.04240697442959607	KLK6
nucleus organization (GO:0006997)	1/48	0.9047591247683694	0.9999946032599348	0	0	0.42370310897007	0.04240697442959607	CEP55
positive regulation of blood vessel endothelial cell migration (GO:0043536)	1/48	0.9047591247683694	0.9999946032599348	0	0	0.42370310897007	0.04240697442959607	FGFBP1
negative regulation of macromolecule metabolic process (GO:0010605)	6/194	0.9060253781316469	0.9999946032599348	0	0	0.6341613792794206	0.06258409419445071	SLC7A5;SFMBT2;NOCT;IGF1;AURKA;APLN
positive regulation of cell motility (GO:2000147)	7/221	0.9077687486947021	0.9999946032599348	0	0	0.6497545250207027	0.06287389612956959	WNT5B;PDGFD;ARHGEF39;NTRK3;F2RL1;LAMC2;IGF1
aminoglycan biosynthetic process (GO:0006023)	1/49	0.9093177270347631	0.9999946032599348	0	0	0.41485412299091545	0.039436327969947865	B3GNT3
regulation of cellular localization (GO:0060341)	1/49	0.9093177270347631	0.9999946032599348	0	0	0.41485412299091545	0.039436327969947865	SPAG5
regulation of cellular protein metabolic process (GO:0032268)	1/49	0.9093177270347631	0.9999946032599348	0	0	0.41485412299091545	0.039436327969947865	UHRF1
cellular defense response (GO:0006968)	1/49	0.9093177270347631	0.9999946032599348	0	0	0.41485412299091545	0.039436327969947865	SPN
response to unfolded protein (GO:0006986)	1/49	0.9093177270347631	0.9999946032599348	0	0	0.41485412299091545	0.039436327969947865	HSPD1
RNA catabolic process (GO:0006401)	1/49	0.9093177270347631	0.9999946032599348	0	0	0.41485412299091545	0.039436327969947865	DNA2
secondary alcohol metabolic process (GO:1902652)	1/49	0.9093177270347631	0.9999946032599348	0	0	0.41485412299091545	0.039436327969947865	APOB
peptidyl-serine modification (GO:0018209)	5/169	0.9106326693252247	0.9999946032599348	0	0	0.6059370988446726	0.05672521355925797	PLK1;CDK1;TTK;CLSPN;AURKA
protein phosphorylation (GO:0006468)	18/496	0.9108649583570047	0.9999946032599348	0	0	0.7461854132524794	0.06966433820725856	PLK4;EPHA8;DAPK2;PLK1;TTK;HASPIN;PRKAG3;AURKB;AURKA;CCNA2;MELK;INCENP;CCNE1;CDK1;BIRC5;NEK2;PTPN6;CLSPN
sulfur compound biosynthetic process (GO:0044272)	3/113	0.9109662655984537	0.9999946032599348	0	0	0.5424465240641712	0.05058281967424395	GSTA2;GSTA1;B3GNT3
actin polymerization or depolymerization (GO:0008154)	1/50	0.9136583492059421	0.9999946032599348	0	0	0.4063663201129508	0.03669429954288917	DIAPH3
regulation of generation of precursor metabolites and energy (GO:0043467)	1/50	0.9136583492059421	0.9999946032599348	0	0	0.4063663201129508	0.03669429954288917	NUP210
chloride transmembrane transport (GO:1902476)	1/50	0.9136583492059421	0.9999946032599348	0	0	0.4063663201129508	0.03669429954288917	SLC12A8
iron ion transport (GO:0006826)	1/50	0.9136583492059421	0.9999946032599348	0	0	0.4063663201129508	0.03669429954288917	TFRC
positive regulation of cell morphogenesis involved in differentiation (GO:0010770)	1/50	0.9136583492059421	0.9999946032599348	0	0	0.4063663201129508	0.03669429954288917	OLFM4
receptor-mediated endocytosis (GO:0006898)	4/143	0.9148809734796068	0.9999946032599348	0	0	0.5720899620997209	0.05089387006178733	RAMP3;TFRC;MRC1;APOB
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	5/171	0.9156329887285031	0.9999946032599348	0	0	0.59857324032974	0.052758043039158306	CD74;TFRC;UBD;F2RL1;ECT2
regulation of epithelial cell migration (GO:0010632)	1/51	0.9177914036354	0.9999946032599348	0	0	0.3982180293501048	0.03416119072735175	TACSTD2
cholesterol transport (GO:0030301)	1/51	0.9177914036354	0.9999946032599348	0	0	0.3982180293501048	0.03416119072735175	APOB
regulation of protein modification process (GO:0031399)	1/51	0.9177914036354	0.9999946032599348	0	0	0.3982180293501048	0.03416119072735175	MT3
regulation of smoothened signaling pathway (GO:0008589)	1/51	0.9177914036354	0.9999946032599348	0	0	0.3982180293501048	0.03416119072735175	TEDC1
sensory perception (GO:0007600)	1/51	0.9177914036354	0.9999946032599348	0	0	0.3982180293501048	0.03416119072735175	NIPSNAP1
mesenchymal cell differentiation (GO:0048762)	1/51	0.9177914036354	0.9999946032599348	0	0	0.3982180293501048	0.03416119072735175	LOXL2
negative regulation of protein ubiquitination (GO:0031397)	1/51	0.9177914036354	0.9999946032599348	0	0	0.3982180293501048	0.03416119072735175	FBXO5
positive regulation of actin filament bundle assembly (GO:0032233)	1/51	0.9177914036354	0.9999946032599348	0	0	0.3982180293501048	0.03416119072735175	PLEK
B cell activation (GO:0042113)	2/85	0.9182149371908321	0.9999946032599348	0	0	0.4794498034109154	0.04090846925665008	BLNK;HSPD1
positive regulation of protein catabolic process (GO:0045732)	2/85	0.9182149371908321	0.9999946032599348	0	0	0.4794498034109154	0.04090846925665008	BARD1;DTL
positive regulation of angiogenesis (GO:0045766)	3/116	0.9197250679327528	0.9999946032599348	0	0	0.5279616271287276	0.044180089139687885	HSPB6;SERPINE1;BRCA1
regulation of macromolecule metabolic process (GO:0060255)	6/200	0.9200533660858942	0.9999946032599348	0	0	0.614352601218863	0.05119007286418082	TCF19;CDH1;RNF39;IGF1;MEFV;ATP1B1
regulation of neuron death (GO:1901214)	2/86	0.9213907984910528	0.9999946032599348	0	0	0.47371708389546796	0.03878369752141407	KIF14;SNCG
negative regulation of cellular amide metabolic process (GO:0034249)	2/86	0.9213907984910528	0.9999946032599348	0	0	0.47371708389546796	0.03878369752141407	IGF1;TYMS
ameboidal-type cell migration (GO:0001667)	1/52	0.9217268064698565	0.9999946032599348	0	0	0.39038927940148804	0.03181922658958183	ITGB7
amide biosynthetic process (GO:0043604)	1/52	0.9217268064698565	0.9999946032599348	0	0	0.39038927940148804	0.03181922658958183	ARG1
regulation of exocytosis (GO:0017157)	1/52	0.9217268064698565	0.9999946032599348	0	0	0.39038927940148804	0.03181922658958183	RAB3C
cilium movement (GO:0003341)	1/52	0.9217268064698565	0.9999946032599348	0	0	0.39038927940148804	0.03181922658958183	CCDC63
negative regulation of BMP signaling pathway (GO:0030514)	1/52	0.9217268064698565	0.9999946032599348	0	0	0.39038927940148804	0.03181922658958183	CHRDL1
positive regulation of protein localization to cell periphery (GO:1904377)	1/52	0.9217268064698565	0.9999946032599348	0	0	0.39038927940148804	0.03181922658958183	RAMP3
positive regulation of protein localization to plasma membrane (GO:1903078)	1/52	0.9217268064698565	0.9999946032599348	0	0	0.39038927940148804	0.03181922658958183	RAMP3
calcium ion transmembrane transport (GO:0070588)	2/87	0.9244502510369026	0.9999946032599348	0	0	0.468119251898031	0.03677359531028502	TRPM1;SLC35G1
heart morphogenesis (GO:0003007)	1/53	0.9254740003945248	0.9999946032599348	0	0	0.3828616352201258	0.029652342619220597	RYR2
positive regulation of NIK/NF-kappaB signaling (GO:1901224)	1/53	0.9254740003945248	0.9999946032599348	0	0	0.3828616352201258	0.029652342619220597	RTKN2
regulation of angiogenesis (GO:0045765)	6/203	0.9263550060301072	0.9999946032599348	0	0	0.6049006969666173	0.04627353742994265	CXCL10;IL6;HSPB6;ADGRA2;SERPINE1;BRCA1
sensory perception of mechanical stimulus (GO:0050954)	2/88	0.9273971556151488	0.9999946032599348	0	0	0.4626516020400693	0.034871612270374434	RIPOR2;BIRC5
regulation of focal adhesion assembly (GO:0051893)	1/54	0.929041977347474	0.9999946032599348	0	0	0.37561805308334323	0.027645997920979597	THY1
regulation of proteolysis (GO:0030162)	1/54	0.929041977347474	0.9999946032599348	0	0	0.37561805308334323	0.027645997920979597	PLK1
inorganic anion transport (GO:0015698)	1/54	0.929041977347474	0.9999946032599348	0	0	0.37561805308334323	0.027645997920979597	RACGAP1
unsaturated fatty acid metabolic process (GO:0033559)	1/54	0.929041977347474	0.9999946032599348	0	0	0.37561805308334323	0.027645997920979597	GSTA1
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)	2/89	0.9302352702853504	0.9999946032599348	0	0	0.4573096452822906	0.03307160278327918	KIF14;SKP2
transforming growth factor beta receptor signaling pathway (GO:0007179)	2/89	0.9302352702853504	0.9999946032599348	0	0	0.4573096452822906	0.03307160278327918	COL3A1;GDF5
positive regulation of inflammatory response (GO:0050729)	2/89	0.9302352702853504	0.9999946032599348	0	0	0.4573096452822906	0.03307160278327918	IL6;SERPINE1
negative regulation of immune response (GO:0050777)	5/178	0.9312453827519184	0.9999946032599348	0	0	0.5741405536963797	0.04089744828533633	GPR39;IL6;COL3A1;RAMP3;DPEP1
regulation of gene silencing by RNA (GO:0060966)	1/55	0.9324393001877428	0.9999946032599348	0	0	0.3686427517664415	0.02578701141551541	NUP210
regulation of posttranscriptional gene silencing (GO:0060147)	1/55	0.9324393001877428	0.9999946032599348	0	0	0.3686427517664415	0.02578701141551541	NUP210
glycoprotein metabolic process (GO:0009100)	1/55	0.9324393001877428	0.9999946032599348	0	0	0.3686427517664415	0.02578701141551541	GCNT1
regulation of mRNA splicing, via spliceosome (GO:0048024)	2/90	0.932968251509551	0.9999946032599348	0	0	0.45208909663264335	0.03136779830245658	MBNL3;RBMX
regulation of immune response (GO:0050776)	5/179	0.9332517931318526	0.9999946032599348	0	0	0.570810647307925	0.039431736399300615	SPN;COL3A1;FGL1;ITGB7;LRP8
regulation of stem cell differentiation (GO:2000736)	2/91	0.9355996547892803	0.9999946032599348	0	0	0.4469858636829881	0.029754782099512187	MYB;TACSTD2
sensory perception of sound (GO:0007605)	2/91	0.9355996547892803	0.9999946032599348	0	0	0.4469858636829881	0.029754782099512187	RIPOR2;BIRC5
toll-like receptor signaling pathway (GO:0002224)	2/91	0.9355996547892803	0.9999946032599348	0	0	0.4469858636829881	0.029754782099512187	APOB;HSPD1
regulation of ATP metabolic process (GO:1903578)	1/56	0.9356741230013341	0.9999946032599348	0	0	0.36192109777015435	0.024063418023955188	NUP210
blood vessel morphogenesis (GO:0048514)	1/56	0.9356741230013341	0.9999946032599348	0	0	0.36192109777015435	0.024063418023955188	EGFL7
chemokine-mediated signaling pathway (GO:0070098)	1/56	0.9356741230013341	0.9999946032599348	0	0	0.36192109777015435	0.024063418023955188	CXCL10
glycosaminoglycan catabolic process (GO:0006027)	1/56	0.9356741230013341	0.9999946032599348	0	0	0.36192109777015435	0.024063418023955188	HMMR
sensory organ development (GO:0007423)	1/56	0.9356741230013341	0.9999946032599348	0	0	0.36192109777015435	0.024063418023955188	CHRDL1
mitochondrial transport (GO:0006839)	1/56	0.9356741230013341	0.9999946032599348	0	0	0.36192109777015435	0.024063418023955188	MGARP
nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:0000288)	1/56	0.9356741230013341	0.9999946032599348	0	0	0.36192109777015435	0.024063418023955188	EXOSC2
peptidyl-tyrosine modification (GO:0018212)	1/56	0.9356741230013341	0.9999946032599348	0	0	0.36192109777015435	0.024063418023955188	PTPN6
cellular response to organic substance (GO:0071310)	3/123	0.9371824198299836	0.9999946032599348	0	0	0.49698004201680673	0.032242738541400424	RAMP3;PTPN6;IL18R1
dephosphorylation (GO:0016311)	4/153	0.938034074078547	0.9999946032599348	0	0	0.5334123741169663	0.034121858467400915	DUSP5;ALPI;PTPN6;DUSP9
regulation of endothelial cell proliferation (GO:0001936)	2/92	0.9381329363105434	0.9999946032599348	0	0	0.4419960359099918	0.02822746549635149	EGFL7;HMGB2
Wnt signaling pathway (GO:0016055)	2/92	0.9381329363105434	0.9999946032599348	0	0	0.4419960359099918	0.02822746549635149	SFRP4;WNT5B
positive regulation of cellular component biogenesis (GO:0044089)	2/92	0.9381329363105434	0.9999946032599348	0	0	0.4419960359099918	0.02822746549635149	TFRC;PLEK
positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)	2/92	0.9381329363105434	0.9999946032599348	0	0	0.4419960359099918	0.02822746549635149	TTK;GDF5
cellular response to peptide (GO:1901653)	1/57	0.9387542105436599	0.9999946032599348	0	0	0.35543950284516324	0.02246434195881915	IGF1
icosanoid metabolic process (GO:0006690)	1/57	0.9387542105436599	0.9999946032599348	0	0	0.35543950284516324	0.02246434195881915	DPEP1
negative regulation of cell cycle G2/M phase transition (GO:1902750)	1/57	0.9387542105436599	0.9999946032599348	0	0	0.35543950284516324	0.02246434195881915	AURKA
positive regulation of cell junction assembly (GO:1901890)	1/57	0.9387542105436599	0.9999946032599348	0	0	0.35543950284516324	0.02246434195881915	THY1
positive regulation of proteolysis (GO:0045862)	1/57	0.9387542105436599	0.9999946032599348	0	0	0.35543950284516324	0.02246434195881915	PLK1
defense response to symbiont (GO:0140546)	3/124	0.9393686167153361	0.9999946032599348	0	0	0.49284672546704633	0.030826238765720916	IL6;F2RL1;SKP2
regulation of phosphorylation (GO:0042325)	3/125	0.9414842237579464	0.9999946032599348	0	0	0.4887811682049869	0.029472374147286137	BARD1;CDKN2D;NUP210
regulation of protein secretion (GO:0050708)	3/125	0.9414842237579464	0.9999946032599348	0	0	0.4887811682049869	0.029472374147286137	IL6;IGF1;SYT7
regulation of neurotransmitter receptor activity (GO:0099601)	1/58	0.9416869572438406	0.9999946032599348	0	0	0.34918533230350507	0.020979884703697015	PSCA
fat cell differentiation (GO:0045444)	1/58	0.9416869572438406	0.9999946032599348	0	0	0.34918533230350507	0.020979884703697015	WNT5B
membrane lipid biosynthetic process (GO:0046467)	1/58	0.9416869572438406	0.9999946032599348	0	0	0.34918533230350507	0.020979884703697015	HACD4
negative regulation of hydrolase activity (GO:0051346)	1/58	0.9416869572438406	0.9999946032599348	0	0	0.34918533230350507	0.020979884703697015	PTX3
regulation of protein phosphorylation (GO:0001932)	8/266	0.9425458856215317	0.9999946032599348	0	0	0.6151453386049786	0.03639856542229259	CD74;FGF7;TFRC;NTRK3;TMEM119;ECT2;MT3;FGF21
negative regulation of inflammatory response (GO:0050728)	6/212	0.9427123163240043	0.9999946032599348	0	0	0.5781967733025054	0.034110207353140805	GPR39;IL6;RAMP3;DPEP1;IGF1;MEFV
positive regulation of multicellular organismal process (GO:0051240)	11/345	0.9433174894571267	0.9999946032599348	0	0	0.6527865878412666	0.038091646321129255	PLAC8;IL6;TFRC;FABP5;SERPINE1;TMEM119;F2RL1;FBXO5;CMKLR1;LOXL2;FGF21
circulatory system development (GO:0072359)	3/126	0.9435312464882977	0.9999946032599348	0	0	0.4847817175650748	0.028178323746797622	PDLIM3;COL3A1;NTRK3
negative regulation of signal transduction (GO:0009968)	8/267	0.9439976321254626	0.9999946032599348	0	0	0.6127376433606634	0.03531306374577813	SFRP4;EGFL7;PLEK;MMRN2;PALM3;DLK1;BEND6;APLN
protein deubiquitination (GO:0016579)	8/267	0.9439976321254626	0.9999946032599348	0	0	0.6127376433606634	0.03531306374577813	CDC20;BARD1;CCNA2;USP44;CDK1;BRCA1;CLSPN;SKP2
negative regulation of autophagy (GO:0010507)	1/59	0.9444794042242599	0.9999946032599348	0	0	0.3431468228150076	0.01960102633713402	MT3
phospholipid transport (GO:0015914)	1/59	0.9444794042242599	0.9999946032599348	0	0	0.3431468228150076	0.01960102633713402	MFSD2A
positive regulation of apoptotic signaling pathway (GO:2001235)	1/59	0.9444794042242599	0.9999946032599348	0	0	0.3431468228150076	0.01960102633713402	BOK
central nervous system development (GO:0007417)	8/268	0.9454169178035847	0.9999946032599348	0	0	0.6103484688489969	0.0342584115118912	SLC6A17;ADGRA2;PHGDH;ZIC5;PCDH18;NES;MFSD2A;KLK6
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193)	1/60	0.947138256505139	0.9999946032599348	0	0	0.3373130085634083	0.018319537718173514	P2RY12
Notch signaling pathway (GO:0007219)	1/60	0.947138256505139	0.9999946032599348	0	0	0.3373130085634083	0.018319537718173514	DLGAP5
peptidyl-threonine phosphorylation (GO:0018107)	1/60	0.947138256505139	0.9999946032599348	0	0	0.3373130085634083	0.018319537718173514	CDK1
cellular response to growth factor stimulus (GO:0071363)	4/158	0.9473198551936579	0.9999946032599348	0	0	0.5159572288909828	0.02792282435034094	TMEM100;NTRK3;STMN2;KNSTRN
protein maturation (GO:0051604)	2/97	0.9494417063858928	0.9999946032599348	0	0	0.41862263213122	0.021718621321393624	PHEX;HSPD1
calcium ion homeostasis (GO:0055074)	2/97	0.9494417063858928	0.9999946032599348	0	0	0.41862263213122	0.021718621321393624	RYR2;ATP1B1
B cell differentiation (GO:0030183)	1/61	0.9496698991194839	0.9999946032599348	0	0	0.33167365478686234	0.01712790261732321	BLNK
pattern recognition receptor signaling pathway (GO:0002221)	1/61	0.9496698991194839	0.9999946032599348	0	0	0.33167365478686234	0.01712790261732321	APOB
regulation of cell growth (GO:0001558)	6/217	0.9503239252453249	0.9999946032599348	0	0	0.5643456069996354	0.02875475100849761	CDKN2D;TFRC;KIF14;EXOSC2;MT3;MFSD2A
positive regulation of defense response (GO:0031349)	2/98	0.951453454767923	0.9999946032599348	0	0	0.41424011892270024	0.020614457031419953	SERPINE1;CYBA
glucose metabolic process (GO:0006006)	1/62	0.9520804121286236	0.9999946032599348	0	0	0.326219197855449	0.01601924856493965	ENO3
stress-activated MAPK cascade (GO:0051403)	1/62	0.9520804121286236	0.9999946032599348	0	0	0.326219197855449	0.01601924856493965	DUSP9
negative regulation of kinase activity (GO:0033673)	1/62	0.9520804121286236	0.9999946032599348	0	0	0.326219197855449	0.01601924856493965	THY1
positive regulation of cysteine-type endopeptidase activity (GO:2001056)	1/62	0.9520804121286236	0.9999946032599348	0	0	0.326219197855449	0.01601924856493965	MEFV
positive regulation of DNA-binding transcription factor activity (GO:0051091)	7/246	0.9522297275776205	0.9999946032599348	0	0	0.5810161891142771	0.028440139839219617	IL6;MYOCD;TFRC;RTKN2;TRAF1;LRP8;IL18R1
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	13/404	0.9522601502785365	0.9999946032599348	0	0	0.658396728949126	0.03220680228548222	BCAR3;FGFBP1;EPHA8;NTRK3;CYBA;IGF1;NGF;SHCBP1;FGF7;PDGFD;BDKRB2;BLNK;FGF21
cellular response to hypoxia (GO:0071456)	3/131	0.9528048029965348	0.9999946032599348	0	0	0.4657218356092437	0.02251542461316162	SUV39H2;MGARP;MT3
organic anion transport (GO:0015711)	2/99	0.9533886173978547	0.9999946032599348	0	0	0.4099479668112634	0.019567913165202656	AQP9;ABCG2
positive regulation of stress-activated MAPK cascade (GO:0032874)	2/99	0.9533886173978547	0.9999946032599348	0	0	0.4099479668112634	0.019567913165202656	F2RL1;TRAF1
negative regulation of cell differentiation (GO:0045596)	5/191	0.9535456733044745	0.9999946032599348	0	0	0.5336445953593661	0.0253843817791804	IL6;MYOCD;NOCT;MYB;GDF5
anterior/posterior pattern specification (GO:0009952)	1/63	0.9543755853529383	0.9999946032599348	0	0	0.3209406911476297	0.014987285080862675	SIX2
monocarboxylic acid biosynthetic process (GO:0072330)	1/63	0.9543755853529383	0.9999946032599348	0	0	0.3209406911476297	0.014987285080862675	BAAT
organonitrogen compound catabolic process (GO:1901565)	1/63	0.9543755853529383	0.9999946032599348	0	0	0.3209406911476297	0.014987285080862675	PRSS16
positive regulation of viral process (GO:0048524)	1/63	0.9543755853529383	0.9999946032599348	0	0	0.3209406911476297	0.014987285080862675	KPNA2
innate immune response (GO:0045087)	9/302	0.9546922779311967	0.9999946032599348	0	0	0.6088794926004228	0.028231435933292186	CD74;CXCL10;IL23R;UBD;RNF39;CYBA;PTX3;SKP2;MEFV
positive regulation of translation (GO:0045727)	2/100	0.9552499112787279	0.9999946032599348	0	0	0.4057434096408763	0.018575860633179352	EIF5A;IL6
protein modification by small protein removal (GO:0070646)	8/276	0.9556713623575043	0.9999946032599348	0	0	0.5918769405349178	0.026836403784720665	CDC20;BARD1;CCNA2;USP44;CDK1;BRCA1;CLSPN;SKP2
MAPK cascade (GO:0000165)	9/303	0.955820408082129	0.9999946032599348	0	0	0.6067761142511973	0.02741732509678502	SPTA1;DUSP5;FGF7;CDK1;RASAL1;IGF1;DUSP9;MT3;RASGRP3
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	3/133	0.956099565019511	0.9999946032599348	0	0	0.4585084033613445	0.02058392038634695	TMEM100;COL3A1;GDF5
lipid homeostasis (GO:0055088)	1/64	0.9565609320692827	0.9999946032599348	0	0	0.3158297560813284	0.014026248649099297	RBP1
protein catabolic process (GO:0030163)	1/64	0.9565609320692827	0.9999946032599348	0	0	0.3158297560813284	0.014026248649099297	PRSS16
cellular response to chemical stress (GO:0062197)	2/101	0.9570399688728237	0.9999946032599348	0	0	0.4016237930193859	0.01763535040981913	CYBA;MT3
cellular response to tumor necrosis factor (GO:0071356)	5/194	0.9576525812351918	0.9999946032599348	0	0	0.5250905040378725	0.02272077997683589	EIF5A;TNFSF15;BRCA1;TRAF1;LTB
regulation of cell-matrix adhesion (GO:0001952)	1/65	0.958641702301773	0.9999946032599348	0	0	0.31087853773584906	0.013130853437594438	THY1
regulation of RNA metabolic process (GO:0051252)	1/65	0.958641702301773	0.9999946032599348	0	0	0.31087853773584906	0.013130853437594438	MBNL3
G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)	1/65	0.958641702301773	0.9999946032599348	0	0	0.31087853773584906	0.013130853437594438	XCR1
inorganic anion transmembrane transport (GO:0098661)	1/65	0.958641702301773	0.9999946032599348	0	0	0.31087853773584906	0.013130853437594438	SLC12A8
steroid biosynthetic process (GO:0006694)	1/65	0.958641702301773	0.9999946032599348	0	0	0.31087853773584906	0.013130853437594438	BAAT
cell junction assembly (GO:0034329)	2/102	0.9587613401335568	0.9999946032599348	0	0	0.3975865687303253	0.016743602263788942	CDH1;CDH18
intrinsic apoptotic signaling pathway (GO:0097193)	2/102	0.9587613401335568	0.9999946032599348	0	0	0.3975865687303253	0.016743602263788942	BRCA1;BOK
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	6/224	0.9594519831768966	0.9999946032599348	0	0	0.5460214035053799	0.022601468528249066	CD74;TFRC;UBD;F2RL1;TRAF1;ECT2
cell-cell junction assembly (GO:0007043)	1/66	0.9606228954229338	0.9999946032599348	0	0	0.3060796645702306	0.012296247186239485	CDH18
ERBB signaling pathway (GO:0038127)	1/66	0.9606228954229338	0.9999946032599348	0	0	0.3060796645702306	0.012296247186239485	FAM83B
regulation of insulin secretion (GO:0050796)	2/104	0.9620078209130568	0.9999946032599348	0	0	0.38974960393391356	0.015096053900533955	IL6;SYT7
