Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
negative regulation of cell death (GO:0060548)	3/94	0.6764266435819009	0.9204897814095401	0	0	0.8635381012430193	0.3375840487354598	PM20D1;CCN3;SOX4
positive regulation of epithelial cell migration (GO:0010634)	3/94	0.6764266435819009	0.9204897814095401	0	0	0.8635381012430193	0.3375840487354598	ENPP2;INSL3;SASH1
negative regulation of endopeptidase activity (GO:0010951)	2/63	0.6787348793109367	0.9228346516225651	0	0	0.8589895556102252	0.3328796571626626	SPOCK2;LTF
platelet degranulation (GO:0002576)	4/125	0.6789599982964964	0.9228346516225651	0	0	0.865744875693887	0.33521041264627316	CLEC3B;VWF;PROS1;PECAM1
negative regulation of growth (GO:0045926)	4/126	0.6849903596097584	0.9234237270961537	0	0	0.8586037541207867	0.3248531720213507	ACVRL1;SFRP2;MYL2;CCN3
proteoglycan biosynthetic process (GO:0030166)	1/31	0.6870138280266223	0.9234237270961537	0	0	0.8735240690281563	0.3279216857222354	CSGALNACT1
purine nucleoside bisphosphate metabolic process (GO:0034032)	1/31	0.6870138280266223	0.9234237270961537	0	0	0.8735240690281563	0.3279216857222354	GLYAT
aminoglycan catabolic process (GO:0006026)	1/31	0.6870138280266223	0.9234237270961537	0	0	0.8735240690281563	0.3279216857222354	SGSH
regulation of cellular senescence (GO:2000772)	1/31	0.6870138280266223	0.9234237270961537	0	0	0.8735240690281563	0.3279216857222354	YPEL3
cellular response to cAMP (GO:0071320)	1/31	0.6870138280266223	0.9234237270961537	0	0	0.8735240690281563	0.3279216857222354	RAPGEF3
regulation of potassium ion transport (GO:0043266)	1/31	0.6870138280266223	0.9234237270961537	0	0	0.8735240690281563	0.3279216857222354	CASQ2
embryonic skeletal system morphogenesis (GO:0048704)	1/31	0.6870138280266223	0.9234237270961537	0	0	0.8735240690281563	0.3279216857222354	OSR2
renal water homeostasis (GO:0003091)	1/31	0.6870138280266223	0.9234237270961537	0	0	0.8735240690281563	0.3279216857222354	ADCY4
ribonucleoside bisphosphate metabolic process (GO:0033875)	1/31	0.6870138280266223	0.9234237270961537	0	0	0.8735240690281563	0.3279216857222354	GLYAT
steroid hormone biosynthetic process (GO:0120178)	1/31	0.6870138280266223	0.9234237270961537	0	0	0.8735240690281563	0.3279216857222354	HSD17B11
vitamin transport (GO:0051180)	1/31	0.6870138280266223	0.9234237270961537	0	0	0.8735240690281563	0.3279216857222354	TCN2
negative regulation of response to biotic stimulus (GO:0002832)	1/31	0.6870138280266223	0.9234237270961537	0	0	0.8735240690281563	0.3279216857222354	LTF
negative regulation of response to DNA damage stimulus (GO:2001021)	1/31	0.6870138280266223	0.9234237270961537	0	0	0.8735240690281563	0.3279216857222354	SFRP2
positive regulation of protein targeting to mitochondrion (GO:1903955)	1/31	0.6870138280266223	0.9234237270961537	0	0	0.8735240690281563	0.3279216857222354	ABLIM3
positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052)	1/31	0.6870138280266223	0.9234237270961537	0	0	0.8735240690281563	0.3279216857222354	LAPTM5
positive regulation of Rho protein signal transduction (GO:0035025)	1/31	0.6870138280266223	0.9234237270961537	0	0	0.8735240690281563	0.3279216857222354	RTN4R
protein secretion (GO:0009306)	2/64	0.6870953544459968	0.9234237270961537	0	0	0.845090877084892	0.3171475619222986	ABCA1;STEAP3
diterpenoid metabolic process (GO:0016101)	2/64	0.6870953544459968	0.9234237270961537	0	0	0.845090877084892	0.3171475619222986	OPN1MW;DHRS3
regulation of vesicle-mediated transport (GO:0060627)	3/96	0.6901888864984498	0.925689452420862	0	0	0.8448792526000353	0.31327275298258306	CDH13;STON2;RAB17
regulation of cellular catabolic process (GO:0031329)	2/65	0.6952762608574845	0.925689452420862	0	0	0.8316334264492519	0.3022538545857917	ACER2;RRAGD
regulation of RNA metabolic process (GO:0051252)	2/65	0.6952762608574845	0.925689452420862	0	0	0.8316334264492519	0.3022538545857917	NOVA2;AHNAK2
inorganic anion transmembrane transport (GO:0098661)	2/65	0.6952762608574845	0.925689452420862	0	0	0.8316334264492519	0.3022538545857917	SLC37A2;SLC37A1
mitotic G1 DNA damage checkpoint signaling (GO:0031571)	2/65	0.6952762608574845	0.925689452420862	0	0	0.8316334264492519	0.3022538545857917	GADD45A;SOX4
protein maturation (GO:0051604)	3/97	0.6969031701216142	0.925689452420862	0	0	0.8358475758632717	0.30183191648853097	ADAMTS13;DUOXA2;CPZ
positive regulation of cold-induced thermogenesis (GO:0120162)	3/97	0.6969031701216142	0.925689452420862	0	0	0.8358475758632717	0.30183191648853097	BSCL2;LPIN1;TSHR
plasma membrane bounded cell projection assembly (GO:0120031)	9/278	0.6971616597017642	0.925689452420862	0	0	0.8754185996497589	0.31579671861965525	FGD5;ABLIM3;ARHGEF4;CDH13;TEKT4;CYS1;TNIK;RAB17;CNGB1
aortic valve morphogenesis (GO:0003180)	1/32	0.6985338756415548	0.925689452420862	0	0	0.845301924936275	0.30327032727402237	ELN
B cell proliferation (GO:0042100)	1/32	0.6985338756415548	0.925689452420862	0	0	0.845301924936275	0.30327032727402237	CD180
regulation of cellular biosynthetic process (GO:0031326)	1/32	0.6985338756415548	0.925689452420862	0	0	0.845301924936275	0.30327032727402237	C3
response to amino acid (GO:0043200)	1/32	0.6985338756415548	0.925689452420862	0	0	0.845301924936275	0.30327032727402237	RRAGD
hematopoietic progenitor cell differentiation (GO:0002244)	1/32	0.6985338756415548	0.925689452420862	0	0	0.845301924936275	0.30327032727402237	SP7
skeletal muscle organ development (GO:0060538)	1/32	0.6985338756415548	0.925689452420862	0	0	0.845301924936275	0.30327032727402237	FOXL2
liver development (GO:0001889)	1/32	0.6985338756415548	0.925689452420862	0	0	0.845301924936275	0.30327032727402237	CCDC40
metal ion export (GO:0070839)	1/32	0.6985338756415548	0.925689452420862	0	0	0.845301924936275	0.30327032727402237	FXYD2
modulation by host of symbiont process (GO:0051851)	1/32	0.6985338756415548	0.925689452420862	0	0	0.845301924936275	0.30327032727402237	HPN
negative regulation of developmental growth (GO:0048640)	1/32	0.6985338756415548	0.925689452420862	0	0	0.845301924936275	0.30327032727402237	RTN4R
negative regulation of DNA biosynthetic process (GO:2000279)	1/32	0.6985338756415548	0.925689452420862	0	0	0.845301924936275	0.30327032727402237	ACVRL1
negative regulation of microtubule polymerization or depolymerization (GO:0031111)	1/32	0.6985338756415548	0.925689452420862	0	0	0.845301924936275	0.30327032727402237	APC2
peptidyl-proline modification (GO:0018208)	1/32	0.6985338756415548	0.925689452420862	0	0	0.845301924936275	0.30327032727402237	PPIL6
positive regulation of glucose transmembrane transport (GO:0010828)	1/32	0.6985338756415548	0.925689452420862	0	0	0.845301924936275	0.30327032727402237	C3
positive regulation of interleukin-10 production (GO:0032733)	1/32	0.6985338756415548	0.925689452420862	0	0	0.845301924936275	0.30327032727402237	NOD2
positive regulation of lamellipodium organization (GO:1902745)	1/32	0.6985338756415548	0.925689452420862	0	0	0.845301924936275	0.30327032727402237	ENPP2
protein autophosphorylation (GO:0046777)	5/159	0.6993048375879688	0.9261723372240657	0	0	0.8499822095712507	0.30401188448131355	NTRK1;CAMK4;INSRR;TNIK;MAP3K13
positive regulation of macromolecule biosynthetic process (GO:0010557)	4/129	0.7026003868507434	0.9284983713437085	0	0	0.8378659370725035	0.29573901661854995	IL33;NLRC5;NOD2;SOX4
cellular response to nutrient levels (GO:0031669)	2/66	0.7032794856168071	0.9284983713437085	0	0	0.8185965211459755	0.28814671614672477	RRAGD;INHBB
embryonic organ development (GO:0048568)	2/66	0.7032794856168071	0.9284983713437085	0	0	0.8185965211459755	0.28814671614672477	ALDH1A3;WNT7B
positive regulation of T cell proliferation (GO:0042102)	2/66	0.7032794856168071	0.9284983713437085	0	0	0.8185965211459755	0.28814671614672477	IL15;JAK3
regulation of peptidyl-serine phosphorylation (GO:0033135)	3/98	0.7035066676642848	0.9284983713437085	0	0	0.8270060396893874	0.29083976769207603	SFRP2;SH2D3C;RAPGEF3
negative regulation of neuron death (GO:1901215)	3/98	0.7035066676642848	0.9284983713437085	0	0	0.8270060396893874	0.29083976769207603	PM20D1;NTRK1;AGAP2
actin filament bundle assembly (GO:0051017)	1/33	0.709630459401665	0.9306495028883092	0	0	0.8188436648501363	0.28087232222225433	ESPN
apoptotic cell clearance (GO:0043277)	1/33	0.709630459401665	0.9306495028883092	0	0	0.8188436648501363	0.28087232222225433	NR1H3
regulation of histone acetylation (GO:0035065)	1/33	0.709630459401665	0.9306495028883092	0	0	0.8188436648501363	0.28087232222225433	RAPGEF3
regulation of neurotransmitter secretion (GO:0046928)	1/33	0.709630459401665	0.9306495028883092	0	0	0.8188436648501363	0.28087232222225433	MCTP2
regulation of protein localization to cell surface (GO:2000008)	1/33	0.709630459401665	0.9306495028883092	0	0	0.8188436648501363	0.28087232222225433	GPM6B
exonucleolytic catabolism of deadenylated mRNA (GO:0043928)	1/33	0.709630459401665	0.9306495028883092	0	0	0.8188436648501363	0.28087232222225433	WDR61
keratan sulfate metabolic process (GO:0042339)	1/33	0.709630459401665	0.9306495028883092	0	0	0.8188436648501363	0.28087232222225433	PRELP
vasculogenesis (GO:0001570)	1/33	0.709630459401665	0.9306495028883092	0	0	0.8188436648501363	0.28087232222225433	WNT7B
negative regulation of JNK cascade (GO:0046329)	1/33	0.709630459401665	0.9306495028883092	0	0	0.8188436648501363	0.28087232222225433	DACT1
negative regulation of smooth muscle cell proliferation (GO:0048662)	1/33	0.709630459401665	0.9306495028883092	0	0	0.8188436648501363	0.28087232222225433	APOD
primary alcohol metabolic process (GO:0034308)	1/33	0.709630459401665	0.9306495028883092	0	0	0.8188436648501363	0.28087232222225433	DHRS3
peptidyl-threonine modification (GO:0018210)	2/67	0.7111070197404319	0.9320493618922346	0	0	0.8059607513904922	0.2747780853042928	SBK1;CDC42BPG
phosphorylation (GO:0016310)	13/400	0.713629694557626	0.9329263578872946	0	0	0.8783167629395807	0.296336246722926	RET;NTRK1;ACVRL1;PRKCH;DGKA;CDC42BPG;BMP2;CAMK4;SHPK;TNIK;MAP3K13;JAK3;CDKL1
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	3/100	0.7163830554326053	0.9329263578872946	0	0	0.8098698664863951	0.2701242070153141	ADAMTSL2;SPRY1;IL17RD
regulation of myeloid cell differentiation (GO:0045637)	2/68	0.7187609478121341	0.9329263578872946	0	0	0.7937078837488114	0.26210334095272775	GP1BA;WDR61
regulation of tyrosine phosphorylation of STAT protein (GO:0042509)	2/68	0.7187609478121341	0.9329263578872946	0	0	0.7937078837488114	0.26210334095272775	IL15;TNFRSF18
cell-substrate junction assembly (GO:0007044)	1/34	0.7203191247470855	0.9329263578872946	0	0	0.793988935678309	0.2604767536929578	THSD1
cellular response to amino acid stimulus (GO:0071230)	1/34	0.7203191247470855	0.9329263578872946	0	0	0.793988935678309	0.2604767536929578	RRAGD
regulation of glucose metabolic process (GO:0010906)	1/34	0.7203191247470855	0.9329263578872946	0	0	0.793988935678309	0.2604767536929578	RORA
cellular response to vascular endothelial growth factor stimulus (GO:0035924)	1/34	0.7203191247470855	0.9329263578872946	0	0	0.793988935678309	0.2604767536929578	SEMA6A
regulation of myoblast differentiation (GO:0045661)	1/34	0.7203191247470855	0.9329263578872946	0	0	0.793988935678309	0.2604767536929578	RBM24
epithelial tube morphogenesis (GO:0060562)	1/34	0.7203191247470855	0.9329263578872946	0	0	0.793988935678309	0.2604767536929578	ACVRL1
regulation of transmembrane transport (GO:0034762)	1/34	0.7203191247470855	0.9329263578872946	0	0	0.793988935678309	0.2604767536929578	KCNJ4
response to steroid hormone (GO:0048545)	1/34	0.7203191247470855	0.9329263578872946	0	0	0.793988935678309	0.2604767536929578	NR1H3
ventricular cardiac muscle tissue morphogenesis (GO:0055010)	1/34	0.7203191247470855	0.9329263578872946	0	0	0.793988935678309	0.2604767536929578	MYL2
organic cyclic compound biosynthetic process (GO:1901362)	1/34	0.7203191247470855	0.9329263578872946	0	0	0.793988935678309	0.2604767536929578	ALOX5
phosphatidylserine metabolic process (GO:0006658)	1/34	0.7203191247470855	0.9329263578872946	0	0	0.793988935678309	0.2604767536929578	PLA2G2E
positive regulation of epidermal growth factor receptor signaling pathway (GO:0045742)	1/34	0.7203191247470855	0.9329263578872946	0	0	0.793988935678309	0.2604767536929578	PDE6G
positive regulation of interleukin-12 production (GO:0032735)	1/34	0.7203191247470855	0.9329263578872946	0	0	0.793988935678309	0.2604767536929578	LAPTM5
positive regulation of protein dephosphorylation (GO:0035307)	1/34	0.7203191247470855	0.9329263578872946	0	0	0.793988935678309	0.2604767536929578	DUSP26
positive regulation of telomerase activity (GO:0051973)	1/34	0.7203191247470855	0.9329263578872946	0	0	0.793988935678309	0.2604767536929578	GREM1
protein localization to chromosome (GO:0034502)	1/34	0.7203191247470855	0.9329263578872946	0	0	0.793988935678309	0.2604767536929578	TPP1
epithelial cell differentiation (GO:0030855)	3/101	0.7226569883648647	0.9329263578872946	0	0	0.801564068250251	0.26036451971538116	MAF;BDH2;TPP1
positive regulation of protein localization to membrane (GO:1905477)	3/101	0.7226569883648647	0.9329263578872946	0	0	0.801564068250251	0.26036451971538116	PRKCH;ARHGEF16;NKD2
cell chemotaxis (GO:0060326)	2/69	0.7262434387849881	0.9329263578872946	0	0	0.781820773350166	0.2500810148620491	ARHGEF16;CCN3
positive regulation of protein transport (GO:0051222)	2/69	0.7262434387849881	0.9329263578872946	0	0	0.781820773350166	0.2500810148620491	UNC13B;CD33
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	13/404	0.7265550386488001	0.9329263578872946	0	0	0.8691472253119	0.27764129374552204	RET;NTRK1;PTPRT;ARHGEF28;HPN;INSRR;MST1;GFRA2;EFNA3;EFNB3;FLRT3;FGF18;ANKS1B
protein O-linked glycosylation (GO:0006493)	3/102	0.728822213306405	0.9329263578872946	0	0	0.7934260639178672	0.25098086005172426	B3GNT8;B3GNT6;MGAT5B
regulation of autophagosome assembly (GO:2000785)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	FEZ1
bicarbonate transport (GO:0015701)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	SLC4A11
cellular response to amyloid-beta (GO:1904646)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	NTRK1
regulation of JUN kinase activity (GO:0043506)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	SASH1
regulation of lipid biosynthetic process (GO:0046890)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	C3
embryonic skeletal system development (GO:0048706)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	OSR2
regulation of protein polymerization (GO:0032271)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	FCHSD1
regulation of regulated secretory pathway (GO:1903305)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	SYT15
regulation of T cell receptor signaling pathway (GO:0050856)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	LAPTM5
regulation of TORC1 signaling (GO:1903432)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	RRAGD
regulation of trans-synaptic signaling (GO:0099177)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	CACNA1B
response to estrogen (GO:0043627)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	CITED4
muscle cell differentiation (GO:0042692)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	RORA
negative regulation of cell cycle G1/S phase transition (GO:1902807)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	DACT1
negative regulation of organelle assembly (GO:1902116)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	FEZ1
negative regulation of Ras protein signal transduction (GO:0046580)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	SPRY1
nuclear-transcribed mRNA catabolic process, exonucleolytic (GO:0000291)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	WDR61
peptidyl-tyrosine dephosphorylation (GO:0035335)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	PTPRT
positive regulation of lipid biosynthetic process (GO:0046889)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	NR1H3
positive regulation of lymphocyte activation (GO:0051251)	1/35	0.7306148474411472	0.9329263578872946	0	0	0.7705962493989421	0.2418661528877821	NOD2
proteolysis (GO:0006508)	9/287	0.7319194659546365	0.9340686517897265	0	0	0.8466763779059397	0.2642348198177482	RET;ADAMTS13;MMP15;LVRN;HPN;TPP1;CTSF;CPZ;HGFAC
fatty acid catabolic process (GO:0009062)	2/70	0.7335567364144482	0.9342866996639557	0	0	0.7702832838455983	0.23867253287600523	BDH2;LPIN1
regulation of cardiac muscle contraction (GO:0055117)	1/36	0.740532054086976	0.9342866996639557	0	0	0.7485402880498249	0.2248512917859815	RNF207
cellular response to heat (GO:0034605)	1/36	0.740532054086976	0.9342866996639557	0	0	0.7485402880498249	0.2248512917859815	TRPV1
regulation of osteoclast differentiation (GO:0045670)	1/36	0.740532054086976	0.9342866996639557	0	0	0.7485402880498249	0.2248512917859815	CAMK4
regulation of protein import into nucleus (GO:0042306)	1/36	0.740532054086976	0.9342866996639557	0	0	0.7485402880498249	0.2248512917859815	APOD
regulation of receptor internalization (GO:0002090)	1/36	0.740532054086976	0.9342866996639557	0	0	0.7485402880498249	0.2248512917859815	GREM1
establishment of protein localization to plasma membrane (GO:0061951)	1/36	0.740532054086976	0.9342866996639557	0	0	0.7485402880498249	0.2248512917859815	TRARG1
membrane assembly (GO:0071709)	1/36	0.740532054086976	0.9342866996639557	0	0	0.7485402880498249	0.2248512917859815	NRXN1
transferrin transport (GO:0033572)	1/36	0.740532054086976	0.9342866996639557	0	0	0.7485402880498249	0.2248512917859815	STEAP3
mitochondrion disassembly (GO:0061726)	1/36	0.740532054086976	0.9342866996639557	0	0	0.7485402880498249	0.2248512917859815	ATG9B
Wnt signaling pathway, calcium modulating pathway (GO:0007223)	1/36	0.740532054086976	0.9342866996639557	0	0	0.7485402880498249	0.2248512917859815	PDE6G
negative regulation of cellular protein localization (GO:1903828)	1/36	0.740532054086976	0.9342866996639557	0	0	0.7485402880498249	0.2248512917859815	GPM6B
negative regulation of DNA metabolic process (GO:0051053)	1/36	0.740532054086976	0.9342866996639557	0	0	0.7485402880498249	0.2248512917859815	ACVRL1
negative regulation of fat cell differentiation (GO:0045599)	1/36	0.740532054086976	0.9342866996639557	0	0	0.7485402880498249	0.2248512917859815	RORA
platelet aggregation (GO:0070527)	1/36	0.740532054086976	0.9342866996639557	0	0	0.7485402880498249	0.2248512917859815	GP1BA
positive regulation of innate immune response (GO:0045089)	1/36	0.740532054086976	0.9342866996639557	0	0	0.7485402880498249	0.2248512917859815	NLRC5
positive regulation of T cell mediated immunity (GO:0002711)	1/36	0.740532054086976	0.9342866996639557	0	0	0.7485402880498249	0.2248512917859815	CD55
regulation of endopeptidase activity (GO:0052548)	2/71	0.7407031517090008	0.9342866996639557	0	0	0.7590802143266703	0.22784197900686162	SPOCK2;VSIR
regulation of G1/S transition of mitotic cell cycle (GO:2000045)	2/71	0.7407031517090008	0.9342866996639557	0	0	0.7590802143266703	0.22784197900686162	PLK5;DACT1
negative regulation of neuron apoptotic process (GO:0043524)	2/71	0.7407031517090008	0.9342866996639557	0	0	0.7590802143266703	0.22784197900686162	NTRK1;AGAP2
phosphatidylinositol-mediated signaling (GO:0048015)	2/71	0.7407031517090008	0.9342866996639557	0	0	0.7590802143266703	0.22784197900686162	NTRK1;PLCD4
cell junction organization (GO:0034330)	2/72	0.7476850540949634	0.9403923033537873	0	0	0.748197232508283	0.21755588335645876	WNT7B;TJP3
cell morphogenesis involved in differentiation (GO:0000904)	2/72	0.7476850540949634	0.9403923033537873	0	0	0.748197232508283	0.21755588335645876	PARVG;SRCIN1
peptidyl-serine modification (GO:0018209)	5/169	0.7484679171118372	0.9403923033537873	0	0	0.7977363848980955	0.23112572088646716	PRKCH;SBK1;MGAT5B;CAMK4;MAP3K13
proton transmembrane transport (GO:1902600)	1/37	0.7500846423151148	0.9403923033537873	0	0	0.7277096578867696	0.20926690045105684	SLC4A11
regulation of actin cytoskeleton reorganization (GO:2000249)	1/37	0.7500846423151148	0.9403923033537873	0	0	0.7277096578867696	0.20926690045105684	RAPGEF3
glutamine family amino acid metabolic process (GO:0009064)	1/37	0.7500846423151148	0.9403923033537873	0	0	0.7277096578867696	0.20926690045105684	ALDH4A1
skeletal muscle tissue development (GO:0007519)	1/37	0.7500846423151148	0.9403923033537873	0	0	0.7277096578867696	0.20926690045105684	FOXL2
ncRNA metabolic process (GO:0034660)	1/37	0.7500846423151148	0.9403923033537873	0	0	0.7277096578867696	0.20926690045105684	DDX4
negative regulation of stress-activated MAPK cascade (GO:0032873)	1/37	0.7500846423151148	0.9403923033537873	0	0	0.7277096578867696	0.20926690045105684	DACT1
positive regulation of myeloid cell differentiation (GO:0045639)	1/37	0.7500846423151148	0.9403923033537873	0	0	0.7277096578867696	0.20926690045105684	MTURN
positive regulation of signaling receptor activity (GO:2000273)	1/37	0.7500846423151148	0.9403923033537873	0	0	0.7277096578867696	0.20926690045105684	GREM1
regulation of hydrolase activity (GO:0051336)	2/73	0.7545048643770353	0.9454136859465824	0	0	0.7376208135580193	0.20778302821137892	CFAP100;FGD5
positive regulation of cell population proliferation (GO:0008284)	15/474	0.7592202594188228	0.9461999497796307	0	0	0.8535766158315178	0.235129071366568	OSR2;PRKCH;IL15;TBC1D8;NOD2;TBX6;TSHR;ACER2;GREM1;BMP2;SFRP2;FGF18;CDH13;SOX4;LTF
actin-myosin filament sliding (GO:0033275)	1/38	0.7592860000865518	0.9461999497796307	0	0	0.7080050077325282	0.19496812569777563	MYL2
regulation of cell communication (GO:0010646)	1/38	0.7592860000865518	0.9461999497796307	0	0	0.7080050077325282	0.19496812569777563	CASQ2
connective tissue development (GO:0061448)	1/38	0.7592860000865518	0.9461999497796307	0	0	0.7080050077325282	0.19496812569777563	SOX5
ventricular septum development (GO:0003281)	1/38	0.7592860000865518	0.9461999497796307	0	0	0.7080050077325282	0.19496812569777563	SOX4
mRNA destabilization (GO:0061157)	1/38	0.7592860000865518	0.9461999497796307	0	0	0.7080050077325282	0.19496812569777563	RBM24
muscle filament sliding (GO:0030049)	1/38	0.7592860000865518	0.9461999497796307	0	0	0.7080050077325282	0.19496812569777563	MYL2
negative regulation of innate immune response (GO:0045824)	1/38	0.7592860000865518	0.9461999497796307	0	0	0.7080050077325282	0.19496812569777563	NLRC5
positive regulation of insulin secretion (GO:0032024)	1/38	0.7592860000865518	0.9461999497796307	0	0	0.7080050077325282	0.19496812569777563	SOX4
positive regulation of potassium ion transport (GO:0043268)	1/38	0.7592860000865518	0.9461999497796307	0	0	0.7080050077325282	0.19496812569777563	KCNJ4
sphingolipid biosynthetic process (GO:0030148)	2/74	0.7611650480924822	0.9475049068604777	0	0	0.7273381840230407	0.19849427181741927	ACER2;ALOXE3
negative regulation of protein binding (GO:0032091)	2/74	0.7611650480924822	0.9475049068604777	0	0	0.7273381840230407	0.19849427181741927	XIRP1;DACT1
regulation of protein phosphorylation (GO:0001932)	8/266	0.7656445214870143	0.9476652526454459	0	0	0.8106799739824915	0.21648178178683286	C3;NTRK1;BMP2;FGF18;PECAM1;KNDC1;TNIK;AXIN2
fibroblast growth factor receptor signaling pathway (GO:0008543)	2/75	0.7676681084002498	0.9476652526454459	0	0	0.7173372703657329	0.18966238879639646	FLRT3;FGF18
nucleic acid phosphodiester bond hydrolysis (GO:0090305)	2/75	0.7676681084002498	0.9476652526454459	0	0	0.7173372703657329	0.18966238879639646	RNASE4;RNASE1
positive regulation of immune response (GO:0050778)	2/75	0.7676681084002498	0.9476652526454459	0	0	0.7173372703657329	0.18966238879639646	IL15;NOD2
positive regulation of lymphocyte proliferation (GO:0050671)	2/75	0.7676681084002498	0.9476652526454459	0	0	0.7173372703657329	0.18966238879639646	IL15;JAK3
regulation of protein targeting to mitochondrion (GO:1903214)	1/39	0.7681490245857161	0.9476652526454459	0	0	0.68933744442851	0.1818275870463183	ABLIM3
regulation of protein tyrosine kinase activity (GO:0061097)	1/39	0.7681490245857161	0.9476652526454459	0	0	0.68933744442851	0.1818275870463183	SRCIN1
regulation of receptor-mediated endocytosis (GO:0048259)	1/39	0.7681490245857161	0.9476652526454459	0	0	0.68933744442851	0.1818275870463183	C3
regulation of viral entry into host cell (GO:0046596)	1/39	0.7681490245857161	0.9476652526454459	0	0	0.68933744442851	0.1818275870463183	TRIM38
membrane protein proteolysis (GO:0033619)	1/39	0.7681490245857161	0.9476652526454459	0	0	0.68933744442851	0.1818275870463183	RET
phospholipid dephosphorylation (GO:0046839)	1/39	0.7681490245857161	0.9476652526454459	0	0	0.68933744442851	0.1818275870463183	PLPPR3
negative regulation of cellular process (GO:0048523)	18/566	0.7683747186903138	0.9476652526454459	0	0	0.8574504474238769	0.22591911450791183	NTRK1;ACVRL1;DDX4;H2AC6;NR1H3;TEX15;AXIN2;PODN;CBFA2T3;IFIT3;BMP2;SFRP2;MYL2;ALOX5;CDH13;CCN3;SOX4;CD33
regulation of protein ubiquitination (GO:0031396)	3/109	0.7689978515487184	0.9476652526454459	0	0	0.7407593566347046	0.1945731144534684	LAPTM5;SOX4;SASH1
lipid transport (GO:0006869)	3/109	0.7689978515487184	0.9476652526454459	0	0	0.7407593566347046	0.1945731144534684	ABCA1;PLTP;PITPNC1
modulation of chemical synaptic transmission (GO:0050804)	3/109	0.7689978515487184	0.9476652526454459	0	0	0.7407593566347046	0.1945731144534684	UNC13A;CACNA1B;MCTP2
cellular protein localization (GO:0034613)	10/329	0.7725629749459096	0.9476652526454459	0	0	0.8191979245486974	0.21138726815004974	TBC1D2;ATG9B;RRAGD;DUOXA2;LAPTM5;TBC1D8;CNTN2;AXIN2;RAB17;SEC31B
actomyosin structure organization (GO:0031032)	2/76	0.7740165803101797	0.9476652526454459	0	0	0.707606651672136	0.18126192380690687	TMOD4;CDC42BPG
regulation of cell division (GO:0051302)	2/76	0.7740165803101797	0.9476652526454459	0	0	0.707606651672136	0.18126192380690687	SFRP2;PLK5
cell morphogenesis involved in neuron differentiation (GO:0048667)	2/76	0.7740165803101797	0.9476652526454459	0	0	0.707606651672136	0.18126192380690687	WNT7A;CELSR2
regulation of T cell proliferation (GO:0042129)	2/76	0.7740165803101797	0.9476652526454459	0	0	0.707606651672136	0.18126192380690687	IL15;JAK3
water-soluble vitamin metabolic process (GO:0006767)	2/76	0.7740165803101797	0.9476652526454459	0	0	0.707606651672136	0.18126192380690687	TCN2;AOX1
positive regulation of growth (GO:0045927)	2/76	0.7740165803101797	0.9476652526454459	0	0	0.707606651672136	0.18126192380690687	SFRP2;HPN
positive regulation of interleukin-6 production (GO:0032755)	2/76	0.7740165803101797	0.9476652526454459	0	0	0.707606651672136	0.18126192380690687	IL33;NOD2
monocarboxylic acid metabolic process (GO:0032787)	4/143	0.7753221736285497	0.9476652526454459	0	0	0.7529254298339714	0.1916019245975855	ALDH4A1;ALDH1A3;CYP4B1;GLYAT
negative regulation of DNA-binding transcription factor activity (GO:0043433)	4/143	0.7753221736285497	0.9476652526454459	0	0	0.7529254298339714	0.1916019245975855	HES6;NLRC5;TBX6;MTURN
